"","Postcode","Locality","Average net tax 1","Percentage of total Average Tax paid","Average Salary 1","Percentage of Total State Income","Average Net Tax","Average Salary"
"1888",3525,"YEUNGROON EAST",8571,0.092374238,37363,0.114592646,0.028990265,0.129434862
"1889",3527,"BUNGULUKE",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1890",3527,"DUMOSA",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1891",3527,"GLENLOTH",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1892",3527,"GLENLOTH EAST",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1893",3527,"JERUK",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1894",3527,"NINYEUNOOK",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1895",3527,"TEDDYWADDY",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1896",3527,"TEDDYWADDY WEST",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1897",3527,"THALIA",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1898",3527,"TOWANINNY",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1899",3527,"TOWANINNY SOUTH",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1900",3527,"WYCHEPROOF",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1901",3527,"WYCHEPROOF SOUTH",9626,0.103744535,38207,0.117181202,0.044049216,0.141270509
"1902",3529,"KALPIENUNG",NA,NA,NA,NA,NA,NA
"1903",3529,"NULLAWIL",NA,NA,NA,NA,NA,NA
"1904",3530,"CULGOA",11212,0.120837703,39016,0.119662412,0.066687602,0.152615341
"1905",3530,"SUTTON",11212,0.120837703,39016,0.119662412,0.066687602,0.152615341
"1906",3530,"WANGIE",11212,0.120837703,39016,0.119662412,0.066687602,0.152615341
"1907",3530,"WARNE",11212,0.120837703,39016,0.119662412,0.066687602,0.152615341
"1908",3531,"BERRIWILLOCK",9656,0.104067861,36548,0.112093034,0.044477433,0.11800589
"1909",3531,"BOIGBEAT",9656,0.104067861,36548,0.112093034,0.044477433,0.11800589
"1910",3531,"SPRINGFIELD",9656,0.104067861,36548,0.112093034,0.044477433,0.11800589
"1911",3533,"BIMBOURIE",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1912",3533,"LAKE TYRRELL",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1913",3533,"MITTYACK",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1914",3533,"MYALL",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1915",3533,"NANDALY",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1916",3533,"NINDA",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1917",3533,"NYARRIN",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1918",3533,"PIER MILAN",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1919",3533,"SEA LAKE",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1920",3533,"STRATEN",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1921",3533,"TYENNA",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1922",3533,"TYRRELL",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1923",3533,"TYRRELL DOWNS",10204,0.10997395,38408,0.117797671,0.052299523,0.144089188
"1924",3537,"BARRAPORT",9259,0.099789181,38359,0.117647387,0.0388107,0.143402047
"1925",3537,"BARRAPORT WEST",9259,0.099789181,38359,0.117647387,0.0388107,0.143402047
"1926",3537,"BOORT",9259,0.099789181,38359,0.117647387,0.0388107,0.143402047
"1927",3537,"CANARY ISLAND",9259,0.099789181,38359,0.117647387,0.0388107,0.143402047
"1928",3537,"CATUMNAL",9259,0.099789181,38359,0.117647387,0.0388107,0.143402047
"1929",3537,"GREDGWIN",9259,0.099789181,38359,0.117647387,0.0388107,0.143402047
"1930",3537,"LEAGHUR",9259,0.099789181,38359,0.117647387,0.0388107,0.143402047
"1931",3537,"MINMINDIE",9259,0.099789181,38359,0.117647387,0.0388107,0.143402047
"1932",3537,"YANDO",9259,0.099789181,38359,0.117647387,0.0388107,0.143402047
"1933",3540,"CANNIE",11659,0.125655261,32727,0.100373994,0.073068029,0.064422942
"1934",3540,"NINYEUNOOK",11659,0.125655261,32727,0.100373994,0.073068029,0.064422942
"1935",3540,"OAKVALE",11659,0.125655261,32727,0.100373994,0.073068029,0.064422942
"1936",3540,"QUAMBATOOK",11659,0.125655261,32727,0.100373994,0.073068029,0.064422942
"1937",3542,"COKUM",7419,0.079958519,28154,0.086348563,0.012546747,0.000294489
"1938",3542,"LALBERT",7419,0.079958519,28154,0.086348563,0.012546747,0.000294489
"1939",3542,"TITTYBONG",7419,0.079958519,28154,0.086348563,0.012546747,0.000294489
"1940",3542,"TITYBONG",7419,0.079958519,28154,0.086348563,0.012546747,0.000294489
"1941",3544,"CHINANGIN",9681,0.1043373,34541,0.105937548,0.04483428,0.08986117
"1942",3544,"GOWANFORD",9681,0.1043373,34541,0.105937548,0.04483428,0.08986117
"1943",3544,"MURNUNGIN",9681,0.1043373,34541,0.105937548,0.04483428,0.08986117
"1944",3544,"SPRINGFIELD",9681,0.1043373,34541,0.105937548,0.04483428,0.08986117
"1945",3544,"ULTIMA",9681,0.1043373,34541,0.105937548,0.04483428,0.08986117
"1946",3544,"ULTIMA EAST",9681,0.1043373,34541,0.105937548,0.04483428,0.08986117
"1947",3544,"WAITCHIE",9681,0.1043373,34541,0.105937548,0.04483428,0.08986117
"1948",3546,"BOLTON",9522,0.102623672,38655,0.118555222,0.042564732,0.147552938
"1949",3546,"CHINKAPOOK",9522,0.102623672,38655,0.118555222,0.042564732,0.147552938
"1950",3546,"COCAMBA",9522,0.102623672,38655,0.118555222,0.042564732,0.147552938
"1951",3546,"GERAHMIN",9522,0.102623672,38655,0.118555222,0.042564732,0.147552938
"1952",3546,"MANANGATANG",9522,0.102623672,38655,0.118555222,0.042564732,0.147552938
"1953",3546,"TUROAR",9522,0.102623672,38655,0.118555222,0.042564732,0.147552938
"1954",3546,"WINNAMBOOL",9522,0.102623672,38655,0.118555222,0.042564732,0.147552938
"1955",3549,"ANNUELLO",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1956",3549,"BANNERTON",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1957",3549,"HAPPY VALLEY",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1958",3549,"LIPAROO",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1959",3549,"ROBINVALE",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1960",3549,"ROBINVALE IRRIGATION DISTRICT SECTION B",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1961",3549,"ROBINVALE IRRIGATION DISTRICT SECTION C",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1962",3549,"ROBINVALE IRRIGATION DISTRICT SECTION D",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1963",3549,"ROBINVALE IRRIGATION DISTRICT SECTION E",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1964",3549,"TOL TOL",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1965",3549,"WANDOWN",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1966",3549,"WEMEN",9887,0.106557472,37059,0.113660276,0.047774701,0.125171785
"1967",3550,"BENDIGO",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1968",3550,"BENDIGO SOUTH",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1969",3550,"DIAMOND HILL",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1970",3550,"EAST BENDIGO",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1971",3550,"FLORA HILL",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1972",3550,"IRONBARK",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1973",3550,"KENNINGTON",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1974",3550,"LONG GULLY",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1975",3550,"NORTH BENDIGO",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1976",3550,"QUARRY HILL",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1977",3550,"SANDHURST EAST",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1978",3550,"SPRING GULLY",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1979",3550,"STRATHDALE",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1980",3550,"TYSONS REEF",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1981",3550,"WEST BENDIGO",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1982",3550,"WHITE HILLS",12599,0.135786142,47497,0.145673713,0.086485483,0.271546768
"1983",3551,"ARNOLD",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1984",3551,"ARNOLD WEST",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1985",3551,"ASCOT",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1986",3551,"AXE CREEK",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1987",3551,"AXEDALE",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1988",3551,"BAGSHOT",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1989",3551,"BAGSHOT NORTH",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1990",3551,"BENDIGO FORWARD",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1991",3551,"CORNELLA",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1992",3551,"CREEK VIEW",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1993",3551,"EMU CREEK",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1994",3551,"EPPALOCK",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1995",3551,"EPSOM",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1996",3551,"HUNTLY",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1997",3551,"HUNTLY NORTH",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1998",3551,"JUNORTOUN",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"1999",3551,"KIMBOLTON",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2000",3551,"LAKE EPPALOCK",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2001",3551,"LLANELLY",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2002",3551,"LOCKWOOD",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2003",3551,"LOCKWOOD SOUTH",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2004",3551,"LONGLEA",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2005",3551,"MAIDEN GULLY",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2006",3551,"MANDURANG",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2007",3551,"MANDURANG SOUTH",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2008",3551,"MINTO",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2009",3551,"MOSQUITO CREEK",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2010",3551,"MURPHYS CREEK",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2011",3551,"MYOLA",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2012",3551,"MYOLA EAST",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2013",3551,"MYRTLE CREEK",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2014",3551,"NEWBRIDGE",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2015",3551,"PAINSWICK",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2016",3551,"PILCHERS BRIDGE",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2017",3551,"SEDGWICK",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2018",3551,"STRATHFIELDSAYE",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2019",3551,"TARNAGULLA",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2020",3551,"TOOLLEEN",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2021",3551,"WAANYARRA",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2022",3551,"WELLSFORD",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2023",3551,"WOODSTOCK ON LODDON",13172,0.141961668,51274,0.157257805,0.094664421,0.324512691
"2024",3552,"BENDIGO",NA,NA,NA,NA,NA,NA
"2025",3554,"BENDIGO DC",NA,NA,NA,NA,NA,NA
"2026",3555,"BIG HILL",9643,0.103927753,45172,0.138542918,0.044291872,0.238942645
"2027",3555,"GOLDEN GULLY",9643,0.103927753,45172,0.138542918,0.044291872,0.238942645
"2028",3555,"GOLDEN SQUARE",9643,0.103927753,45172,0.138542918,0.044291872,0.238942645
"2029",3555,"KANGAROO FLAT",9643,0.103927753,45172,0.138542918,0.044291872,0.238942645
"2030",3555,"LANSELL PLAZA",9643,0.103927753,45172,0.138542918,0.044291872,0.238942645
"2031",3555,"SPECIMEN HILL",9643,0.103927753,45172,0.138542918,0.044291872,0.238942645
"2032",3556,"CALIFORNIA GULLY",8916,0.096092487,43255,0.132663462,0.033914756,0.21206002
"2033",3556,"CAMPBELLS FOREST",8916,0.096092487,43255,0.132663462,0.033914756,0.21206002
"2034",3556,"COMET HILL",8916,0.096092487,43255,0.132663462,0.033914756,0.21206002
"2035",3556,"EAGLEHAWK",8916,0.096092487,43255,0.132663462,0.033914756,0.21206002
"2036",3556,"EAGLEHAWK NORTH",8916,0.096092487,43255,0.132663462,0.033914756,0.21206002
"2037",3556,"JACKASS FLAT",8916,0.096092487,43255,0.132663462,0.033914756,0.21206002
"2038",3556,"MYERS FLAT",8916,0.096092487,43255,0.132663462,0.033914756,0.21206002
"2039",3556,"SAILORS GULLY",8916,0.096092487,43255,0.132663462,0.033914756,0.21206002
"2040",3556,"SEBASTIAN",8916,0.096092487,43255,0.132663462,0.033914756,0.21206002
"2041",3556,"WHIPSTICK",8916,0.096092487,43255,0.132663462,0.033914756,0.21206002
"2042",3556,"WOODVALE",8916,0.096092487,43255,0.132663462,0.033914756,0.21206002
"2043",3557,"BARNADOWN",10643,0.114705287,44226,0.135641527,0.05856576,0.225676623
"2044",3557,"FOSTERVILLE",10643,0.114705287,44226,0.135641527,0.05856576,0.225676623
"2045",3557,"GOORNONG",10643,0.114705287,44226,0.135641527,0.05856576,0.225676623
"2046",3557,"MUSKERRY",10643,0.114705287,44226,0.135641527,0.05856576,0.225676623
"2047",3557,"MUSKERRY EAST",10643,0.114705287,44226,0.135641527,0.05856576,0.225676623
"2048",3558,"BURNEWANG",10483,0.112980881,41729,0.127983207,0.056281938,0.190660496
"2049",3558,"COROP WEST",10483,0.112980881,41729,0.127983207,0.056281938,0.190660496
"2050",3558,"CREEK VIEW",10483,0.112980881,41729,0.127983207,0.056281938,0.190660496
"2051",3558,"ELMORE",10483,0.112980881,41729,0.127983207,0.056281938,0.190660496
"2052",3558,"HUNTER",10483,0.112980881,41729,0.127983207,0.056281938,0.190660496
"2053",3558,"RUNNYMEDE",10483,0.112980881,41729,0.127983207,0.056281938,0.190660496
"2054",3559,"AVONMORE",10104,0.108896196,41462,0.127164315,0.050872135,0.186916281
"2055",3559,"BURRAMBOOT",10104,0.108896196,41462,0.127164315,0.050872135,0.186916281
"2056",3559,"COLBINABBIN",10104,0.108896196,41462,0.127164315,0.050872135,0.186916281
"2057",3559,"COROP",10104,0.108896196,41462,0.127164315,0.050872135,0.186916281
"2058",3559,"GOBARUP",10104,0.108896196,41462,0.127164315,0.050872135,0.186916281
"2059",3559,"LYNDALE",10104,0.108896196,41462,0.127164315,0.050872135,0.186916281
"2060",3559,"MAYREEF",10104,0.108896196,41462,0.127164315,0.050872135,0.186916281
"2061",3559,"RUNNYMEDE",10104,0.108896196,41462,0.127164315,0.050872135,0.186916281
"2062",3561,"BALLENDELLA",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2063",3561,"BAMAWM",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2064",3561,"BAMAWM EXTENSION",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2065",3561,"BONN",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2066",3561,"DIGGORA",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2067",3561,"DIGGORA WEST",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2068",3561,"FAIRY DELL",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2069",3561,"NANNEELLA",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2070",3561,"ROCHESTER",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2071",3561,"ROCHESTER WEST",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2072",3561,"THE SETTLEMENT",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2073",3561,"TIMMERING",11039,0.11897319,44747,0.137239439,0.064218219,0.232982751
"2074",3562,"TORRUMBARRY",10858,0.117022456,42614,0.130697509,0.061634646,0.203071098
"2075",3563,"LOCKINGTON",9284,0.100058619,38560,0.118263856,0.039167547,0.146220726
"2076",3564,"BAMAWM EXTENSION",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2077",3564,"CAMPASPE WEST",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2078",3564,"ECHUCA",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2079",3564,"ECHUCA EAST",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2080",3564,"ECHUCA SOUTH",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2081",3564,"ECHUCA VILLAGE",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2082",3564,"ECHUCA WEST",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2083",3564,"KANYAPELLA",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2084",3564,"MCEVOYS",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2085",3564,"PATHO",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2086",3564,"PATHO WEST",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2087",3564,"ROSLYNMEAD",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2088",3564,"SIMMIE",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2089",3564,"WHARPARILLA",11148,0.120147941,45521,0.139613304,0.065774073,0.243836769
"2090",3565,"KOTTA",NA,NA,NA,NA,NA,NA
"2091",3566,"GUNBOWER",9363,0.100910044,40293,0.123578982,0.040295184,0.170523068
"2092",3567,"HORFIELD",7976,0.085961605,41221,0.126425166,0.020497302,0.183536671
"2093",3567,"LEITCHVILLE",7976,0.085961605,41221,0.126425166,0.020497302,0.183536671
"2094",3568,"BURKES BRIDGE",10379,0.111860018,42520,0.13040921,0.054797454,0.20175291
"2095",3568,"COHUNA",10379,0.111860018,42520,0.13040921,0.054797454,0.20175291
"2096",3568,"CULLEN",10379,0.111860018,42520,0.13040921,0.054797454,0.20175291
"2097",3568,"DALTONS BRIDGE",10379,0.111860018,42520,0.13040921,0.054797454,0.20175291
"2098",3568,"GANNAWARRA",10379,0.111860018,42520,0.13040921,0.054797454,0.20175291
"2099",3568,"KEELY",10379,0.111860018,42520,0.13040921,0.054797454,0.20175291
"2100",3568,"MACORNA NORTH",10379,0.111860018,42520,0.13040921,0.054797454,0.20175291
"2101",3568,"MCMILLANS",10379,0.111860018,42520,0.13040921,0.054797454,0.20175291
"2102",3568,"MEAD",10379,0.111860018,42520,0.13040921,0.054797454,0.20175291
"2103",3568,"MINCHA WEST",10379,0.111860018,42520,0.13040921,0.054797454,0.20175291
"2104",3568,"WEE WEE RUP",10379,0.111860018,42520,0.13040921,0.054797454,0.20175291
"2105",3570,"AUCHMORE",9486,0.102235681,42993,0.131859906,0.042050872,0.208385921
"2106",3570,"DRUMMARTIN",9486,0.102235681,42993,0.131859906,0.042050872,0.208385921
"2107",3570,"KAMAROOKA",9486,0.102235681,42993,0.131859906,0.042050872,0.208385921
"2108",3570,"NEILBOROUGH",9486,0.102235681,42993,0.131859906,0.042050872,0.208385921
"2109",3570,"RAYWOOD",9486,0.102235681,42993,0.131859906,0.042050872,0.208385921
"2110",3570,"SUMMERFIELD",9486,0.102235681,42993,0.131859906,0.042050872,0.208385921
"2111",3571,"DINGEE",7666,0.08262057,35827,0.109881721,0.016072397,0.107895106
"2112",3571,"KAMAROOKA NORTH",7666,0.08262057,35827,0.109881721,0.016072397,0.107895106
"2113",3571,"POMPAPIEL",7666,0.08262057,35827,0.109881721,0.016072397,0.107895106
"2114",3571,"TANDARRA",7666,0.08262057,35827,0.109881721,0.016072397,0.107895106
"2115",3571,"YALLOOK",7666,0.08262057,35827,0.109881721,0.016072397,0.107895106
"2116",3572,"MILLOO",11328,0.122087897,49618,0.152178838,0.068343373,0.301290142
"2117",3572,"PIAVELLA",11328,0.122087897,49618,0.152178838,0.068343373,0.301290142
"2118",3572,"PRAIRIE",11328,0.122087897,49618,0.152178838,0.068343373,0.301290142
"2119",3572,"TENNYSON",11328,0.122087897,49618,0.152178838,0.068343373,0.301290142
"2120",3573,"CALIVIL",8316,0.089625967,35663,0.109378732,0.025350424,0.105595288
"2121",3573,"MITIAMO",8316,0.089625967,35663,0.109378732,0.025350424,0.105595288
"2122",3573,"PINE GROVE",8316,0.089625967,35663,0.109378732,0.025350424,0.105595288
"2123",3573,"PINE GROVE EAST",8316,0.089625967,35663,0.109378732,0.025350424,0.105595288
"2124",3573,"TERRICK TERRICK EAST",8316,0.089625967,35663,0.109378732,0.025350424,0.105595288
"2125",3575,"BALD ROCK",8321,0.089679854,36910,0.113203292,0.025421793,0.123082317
"2126",3575,"GLADFIELD",8321,0.089679854,36910,0.113203292,0.025421793,0.123082317
"2127",3575,"JUNGABURRA",8321,0.089679854,36910,0.113203292,0.025421793,0.123082317
"2128",3575,"LODDON VALE",8321,0.089679854,36910,0.113203292,0.025421793,0.123082317
"2129",3575,"MINCHA",8321,0.089679854,36910,0.113203292,0.025421793,0.123082317
"2130",3575,"MOLOGA",8321,0.089679854,36910,0.113203292,0.025421793,0.123082317
"2131",3575,"PYRAMID HILL",8321,0.089679854,36910,0.113203292,0.025421793,0.123082317
"2132",3575,"SYLVATERRE",8321,0.089679854,36910,0.113203292,0.025421793,0.123082317
"2133",3575,"TERRICK TERRICK",8321,0.089679854,36910,0.113203292,0.025421793,0.123082317
"2134",3575,"YARRAWALLA",8321,0.089679854,36910,0.113203292,0.025421793,0.123082317
"2135",3576,"DURHAM OX",NA,NA,NA,NA,NA,NA
"2136",3579,"APPIN",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2137",3579,"APPIN SOUTH",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2138",3579,"BAEL BAEL",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2139",3579,"BEAUCHAMP",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2140",3579,"BENJEROOP",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2141",3579,"BUDGERUM EAST",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2142",3579,"CAPELS CROSSING",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2143",3579,"DINGWALL",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2144",3579,"EAST YEOBURN",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2145",3579,"FAIRLEY",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2146",3579,"GONN CROSSING",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2147",3579,"KERANG",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2148",3579,"KERANG EAST",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2149",3579,"KOROOP",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2150",3579,"LAKE MERAN",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2151",3579,"MACORNA",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2152",3579,"MEERING WEST",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2153",3579,"MILNES BRIDGE",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2154",3579,"MURRABIT",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2155",3579,"MURRABIT WEST",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2156",3579,"MYALL",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2157",3579,"MYSTIC PARK",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2158",3579,"NORMANVILLE",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2159",3579,"PINE VIEW",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2160",3579,"REEDY LAKE",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2161",3579,"SANDHILL LAKE",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2162",3579,"TEAL POINT",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2163",3579,"TRAGOWEL",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2164",3579,"WANDELLA",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2165",3579,"WESTBY",8823,0.095090176,39789,0.12203321,0.032587285,0.163455336
"2166",3580,"KOONDROOK",7577,0.08166137,39491,0.121119241,0.014802021,0.159276399
"2167",3581,"BEAUCHAMP",9264,0.099843068,35182,0.1079035,0.038882069,0.098850091
"2168",3581,"LAKE CHARM",9264,0.099843068,35182,0.1079035,0.038882069,0.098850091
"2169",3583,"TRESCO",NA,NA,NA,NA,NA,NA
"2170",3584,"LAKE BOGA",9263,0.099832291,43133,0.132289287,0.038867795,0.21034918
"2171",3584,"TRESCO WEST",9263,0.099832291,43133,0.132289287,0.038867795,0.21034918
"2172",3585,"CASTLE DONNINGTON",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2173",3585,"CHILLINGOLLAH",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2174",3585,"FISH POINT",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2175",3585,"GOSCHEN",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2176",3585,"KUNAT",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2177",3585,"MEATIAN",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2178",3585,"NOWIE",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2179",3585,"NYRRABY",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2180",3585,"PIRA",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2181",3585,"POLISBET",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2182",3585,"SPEEWA",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2183",3585,"SWAN HILL",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2184",3585,"SWAN HILL PIONEER",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2185",3585,"SWAN HILL WEST",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
"2186",3585,"WINLATON",11301,0.121796904,42126,0.129200809,0.067957978,0.196227738
